,User,Location,cleaned_location,not_colombian,location_array,city,department,country,address,latitude,longitude
4717,SharellysFruto,Barranquila/Colombia,"barranquila,colombia",False,"['barranquila', 'colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
4719,GarciaGranda85,"Bello, Colombia","bello, colombia",False,"['bello', ' colombia']",bello,antioquia,colombia,"Bello, Valle de Aburrá, Antioquia, Región Andina, 051053, Colombia",6.334997,-75.5582665
4720,diazdaza,VALLEDUPAR,valledupar,False,['valledupar'],valledupar,cesar,colombia,"Valledupar, Caribe, Colombia",10.34311145,-73.37579338828454
4723,JohnCardozo5,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4725,EliHQ,"Caucasia, Antioquia","caucasia, antioquia",False,"['caucasia', ' antioquia']",caucasia,antioquia,colombia,"Caucasia, Bajo Cauca, Antioquia, Región Andina, 052410, Colombia",7.82747905,-75.04521491490272
4726,DanielGCalcalde,"Tenjo, Colombia","tenjo, colombia",False,"['tenjo', ' colombia']",tenjo,cundinamarca,colombia,"Tenjo, Sabana Centro, Región Andina, Colombia",4.827453650000001,-74.15319909517594
4728,CuitivaLila,"Cartagena, Colombia","cartagena, colombia",False,"['cartagena', ' colombia']",cartagena,bolivar,colombia,"Cartagena de Indias, Dique, Bolívar, Caribe, Colombia",10.4195841,-75.5271224
4732,trapfrontera,"Maicao, Colombia","maicao, colombia",False,"['maicao', ' colombia']",maicao,la guajira,colombia,"Maicao, La Guajira, Caribe, Colombia",11.4048743,-72.31316022980582
4736,jesusctg11,Cartagena colombia,cartagena colombia,False,['cartagena colombia'],cartagena,bolivar,colombia,"Cartagena de Indias, Dique, Bolívar, Caribe, Colombia",10.4195841,-75.5271224
4739,DarschanOcampo,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
4741,OlafoAmargo,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4745,Migue_Arcos,"Popayan, CO","popayan, co",False,"['popayan', ' co']",popayan,cauca,colombia,"Popayán, Centro, Cauca, Pacífica, Colombia",2.4422295,-76.6072368
4747,GuttiSteffy,"Barranquilla, Colombia","barranquilla, colombia",False,"['barranquilla', ' colombia']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
4751,jclamprea,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4754,milton197530,CALI-COLOMBIA,"cali,colombia",False,"['cali', 'colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
4755,cristianguerra,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4756,LFDesparchados,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4759,enfoquenoticios,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
4762,Vitor_MP2,"Bogotá, Colombia. ","bogota, colombia ",False,"['bogota', ' colombia ']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4766,unolepus,Bogotá / Colombia ,"bogota , colombia",False,"['bogota ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4772,MirjanaZabala,"Santa Marta, Colombia","santa marta, colombia",False,"['santa marta', ' colombia']",santa marta,magdalena,colombia,"Santa Marta, Magdalena, Caribe, 470004, Colombia",11.2430534,-74.2046826
4773,dava22,barcelona - Ibagué,"barcelona , ibague",False,"['barcelona ', ' ibague']",ibague,tolima,colombia,"Ibagué, Centro, Tolima, Región Andina, 730001, Colombia",4.4446595,-75.2430012
4777,labni5,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4778,GeuseppeGC,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4782,santiagopinzong,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4787,JoseRadaRoldan,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4789,fmarle,Bogotá,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4792,Tommyrd0221,"Barranquilla, Colombia","barranquilla, colombia",False,"['barranquilla', ' colombia']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
4793,CIROARAMIREZ,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4799,JoNiSaIv, Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4820,psileonelmoya,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4823,galindolaura_,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
4826,_Moi11R,"Barranquilla, Colombia","barranquilla, colombia",False,"['barranquilla', ' colombia']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
4828,Frid66533742,"Cartagena, Colombia","cartagena, colombia",False,"['cartagena', ' colombia']",cartagena,bolivar,colombia,"Cartagena de Indias, Dique, Bolívar, Caribe, Colombia",10.4195841,-75.5271224
4829,AndresLugo_10,Neiva ,neiva,False,['neiva'],neiva,huila,colombia,"Neiva, Norte, Huila, Región Andina, Colombia",3.03325535,-75.2794302828603
4832,Dianalocombiana,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4834,Collazos99_,Bogotá-Colombia.,"bogota,colombia ",False,"['bogota', 'colombia ']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4836,MapacheE95,"Pereira, Colombia","pereira, colombia",False,"['pereira', ' colombia']",pereira,risaralda,colombia,"Pereira, Centro, Perimetro Urbano Pereira, Pereira, Risaralda, Región Andina, 660002, Colombia",4.8142613,-75.6946776
4837,belcebuh,"cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
4839,CARLOS3CARRILLO,colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4840,davidbastidas89,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
4843,latotoyashow,"Bogotá, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4849,Kamuroillustrat,COLOMBIA,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4854,morir_es_ganar,"Concepción, Bío-Bío","concepcion, bio,bio",False,"['concepcion', ' bio', 'bio']",concepcion,santander,colombia,"Concepción, García Rovira, Santander, Región Andina, Colombia",6.801466100000001,-72.53704224813652
4857,fabianparedes,Caparrapí,caparrapi,False,['caparrapi'],caparrapi,cundinamarca,colombia,"Caparrapí, Bajo Magdalena, Región Andina, Colombia",5.37362775,-74.52602188805824
4861,Eng_RedJuridica,"Madrid, Comunidad de Madrid","madrid, comunidad de madrid",False,"['madrid', ' comunidad de madrid']",madrid,cundinamarca,colombia,"Madrid, Sabana Occidente, Región Andina, 250030, Colombia",4.7698951,-74.2844870998074
4865,AndresMerchan11,"Bogotá, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4867,_PalabradeMujer,Andalucia,andalucia,False,['andalucia'],andalucia,valle del cauca,colombia,"Andalucía, Centro, Valle del Cauca, Pacífica, Colombia",4.13615295,-76.1575945087867
4868,BlancaArribas,Granada,granada,False,['granada'],granada,meta,colombia,"Granada, Ariari, Meta, Orinoquia, 504001, Colombia",3.5036552,-73.73695976066583
4869,juangiraldomora,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4875,alonsopenago11,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
4890,ArthurRA5,Risaralda,risaralda,False,['risaralda'],risaralda,caldas,colombia,"Risaralda, Bajo Occidente, Caldas, Región Andina, Colombia",5.166386,-75.7654852
4900,cesaramontejo,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4904,El_Deivi,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4907,FerPalacio,"Bogotá, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4913,plokiuu,"Puerto Colombia, Colombia","puerto colombia, colombia",False,"['puerto colombia', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
4915,colconxnsf,"San Francisco, CA","san francisco, ca",False,"['san francisco', ' ca']",san francisco,putumayo,colombia,"San Francisco, Putumayo, Amazonia, Colombia",1.1478382,-76.86940027126116
4917,joc0_,"Florida, USA","florida, usa",False,"['florida', ' usa']",florida,valle del cauca,colombia,"Florida, Sur, Valle del Cauca, Pacífica, Colombia",3.30080485,-76.1905432829982
4926,jbetanco,Valle del Cauca,valle del cauca,False,['valle del cauca'],zarzal,valle del cauca,colombia,"Zarzal, Norte, Valle del Cauca, Pacífica, 762520, Colombia",4.3670688,-76.0567745638638
4928,Pao_Clavijo_,BOGOTÁ,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4930,MonoPedro2015,"Bogota, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4931,NicollS_ReinaM,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4935,diegoobandor,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
4940,melisatulandy,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
4941,Carlos_Rendon_G,Cali,cali,False,['cali'],cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
4945,Deborahdora_,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4964,periferiaprensa,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4965,patricia_romer,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4966,yolallamo3,"Florida, USA","florida, usa",False,"['florida', ' usa']",florida,valle del cauca,colombia,"Florida, Sur, Valle del Cauca, Pacífica, Colombia",3.30080485,-76.1905432829982
4979,morenomonk,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4980,ximenam73369415,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
4993,LeonardojSierra,Bogotá Colombia ,bogota colombia,False,['bogota colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4996,armestonelson,Bogotá,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
4999,supershadai,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5001,Gtyz_Square,MONTERIA - CORDOBA,"monteria , cordoba",False,"['monteria ', ' cordoba']",monteria,cordoba,colombia,"Centro, Córdoba, Caribe, Colombia",8.7558921,-75.887029
5002,TNegross,"Qubdó, Chocó, Colombia","qubdo, choco, colombia",False,"['qubdo', ' choco', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
5015,FeVillamizar,"Bucaramanga, Colombia","bucaramanga, colombia",False,"['bucaramanga', ' colombia']",bucaramanga,santander,colombia,"Bucaramanga, Metropolitana, Santander, Región Andina, Colombia",7.1114611,-73.1172869
5016,LSantandereana,santander/colombia ,"santander,colombia",False,"['santander', 'colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
5018,jrrangelp,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5019,NYounk,"Valle del Cauca, Colombia","valle del cauca, colombia",False,"['valle del cauca', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
5020,HaroldMontoya1,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5021,RojoIngenlero,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
5022,quevisajelalaif,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
5023,lacoutu,"Bogotá, DC, Colombia","bogota,, colombia",False,"['bogota', '', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5024,rafar6414,"Barranquilla, Colombia","barranquilla, colombia",False,"['barranquilla', ' colombia']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
5028,libertaduhuru_,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5032,DenunciasPN,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5033,serio1978,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5045,georgecalive,Cali,cali,False,['cali'],cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
5054,xavierdme,La Mancha - Madrid ,"la mancha , madrid",False,"['la mancha ', ' madrid']",madrid,cundinamarca,colombia,"Madrid, Sabana Occidente, Región Andina, 250030, Colombia",4.7698951,-74.2844870998074
5063,eurofans_enfure,"Madrid, Comunidad de Madrid","madrid, comunidad de madrid",False,"['madrid', ' comunidad de madrid']",madrid,cundinamarca,colombia,"Madrid, Sabana Occidente, Región Andina, 250030, Colombia",4.7698951,-74.2844870998074
5068,NAZIRBENAVRAHAM,"Cartagena, Colombia","cartagena, colombia",False,"['cartagena', ' colombia']",cartagena,bolivar,colombia,"Cartagena de Indias, Dique, Bolívar, Caribe, Colombia",10.4195841,-75.5271224
5075,eco_medellin,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
5082,cgarciavargas,COLOMBIA,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5084,SebasVargasGo,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
5089,Seb_AlfRed,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5094,heltricla,Bogota D.C.,bogota  ,False,['bogota  '],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5095,NachoMBello,Santiago,santiago,False,['santiago'],santiago,putumayo,colombia,"Santiago, Putumayo, Amazonia, Colombia",1.0908871,-77.01789592571401
5098,pascualgamma,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5102,manizalea,Bogota,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5104,muriel53177,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
5105,ONIC_Colombia,Bogotá,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5106,JAYAL191169_7,Colombia 🇨🇴,colombia ,False,['colombia '],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5111,AndresP89075103,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5112,EcastilloVa,Bogotá D.C.,bogota  ,False,['bogota  '],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5120,CISALIA,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
5123,solemoralesl,santiago,santiago,False,['santiago'],santiago,putumayo,colombia,"Santiago, Putumayo, Amazonia, Colombia",1.0908871,-77.01789592571401
5125,MamaFundacion,"Barranquilla, Colombia","barranquilla, colombia",False,"['barranquilla', ' colombia']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
5135,MamaPerruna_,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5144,galloogp7,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5145,Dondiablorojo15,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5151,EdgarJoseGaray,Sincelejo-Sucre-Colombia,"sincelejo,sucre,colombia",False,"['sincelejo', 'sucre', 'colombia']",sincelejo,sucre,colombia,"Sincelejo, Montes de María, Sucre, Caribe, Colombia",9.315429349999999,-75.43297645405696
5161,Hernan_MirandaA,"Bogotá, pero de Cartagena","bogota, pero de cartagena",False,"['bogota', ' pero de cartagena']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5164,MelissaSerranoF,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5168,jfelipe1927sk,"Bogotá, DC, Colombia","bogota,, colombia",False,"['bogota', '', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5171,lina_montilla,Pereira-Risaralda,"pereira,risaralda",False,"['pereira', 'risaralda']",pereira,risaralda,colombia,"Pereira, Centro, Perimetro Urbano Pereira, Pereira, Risaralda, Región Andina, 660002, Colombia",4.8142613,-75.6946776
5181,Parroquiano_AR,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5183,Carlos8704t,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5184,patriotaamigo1,"Bugalagrande, Colombia","bugalagrande, colombia",False,"['bugalagrande', ' colombia']",bugalagrande,valle del cauca,colombia,"Bugalagrande, Centro, Valle del Cauca, Pacífica, Colombia",4.20102915,-76.0965637684672
5186,Noguera_TT,"Valle del Cauca, Colombia","valle del cauca, colombia",False,"['valle del cauca', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
5194,EdoBritoSalas,Santa Marta,santa marta,False,['santa marta'],santa marta,magdalena,colombia,"Santa Marta, Magdalena, Caribe, 470004, Colombia",11.2430534,-74.2046826
5195,nicolaseb10_,"Popayán, Colombia","popayan, colombia",False,"['popayan', ' colombia']",popayan,cauca,colombia,"Popayán, Centro, Cauca, Pacífica, Colombia",2.4422295,-76.6072368
5196,MororCritico,Colombia ,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5197,GataRoma,"Sevilla, ciudad del Betis","sevilla, ciudad del betis",False,"['sevilla', ' ciudad del betis']",sevilla,valle del cauca,colombia,"Sevilla, Nororiente, Valle del Cauca, Pacífica, 762538, Colombia",4.1569974,-75.87379962587073
5202,claperal,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
5206,xTitaNRedrycKx,"Cartagena, Colombia","cartagena, colombia",False,"['cartagena', ' colombia']",cartagena,bolivar,colombia,"Cartagena de Indias, Dique, Bolívar, Caribe, Colombia",10.4195841,-75.5271224
5208,wilkinmarin,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5212,martik1214,"Valle del Cauca, Colombia","valle del cauca, colombia",False,"['valle del cauca', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
5213,wquimbayc,BOGOTÀ D.C,bogota ,False,['bogota '],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5216,LuchooRubiano,"Neiva, Huila","neiva, huila",False,"['neiva', ' huila']",neiva,huila,colombia,"Neiva, Norte, Huila, Región Andina, Colombia",3.03325535,-75.2794302828603
5218,Nancy_CanonF,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5219,AntropoVentura,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5222,alejoocamargo99,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5223,Edwin_Garcia_M,"Barranquilla, Colombia","barranquilla, colombia",False,"['barranquilla', ' colombia']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
5224,sotodoriamanuel,"Monteria, Colombia.","monteria, colombia ",False,"['monteria', ' colombia ']",monteria,cordoba,colombia,"Centro, Córdoba, Caribe, Colombia",8.7558921,-75.887029
5227,Juanigvasquez,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
5230,eltamalnews,Ibagué,ibague,False,['ibague'],ibague,tolima,colombia,"Ibagué, Centro, Tolima, Región Andina, 730001, Colombia",4.4446595,-75.2430012
5231,akanesita01,"Bogotá, DC, Colombia","bogota,, colombia",False,"['bogota', '', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
5232,brandonzuluaga_,"Barranquilla, Atlántico","barranquilla, atlantico",False,"['barranquilla', ' atlantico']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
