,User,Location,cleaned_location,not_colombian,location_array,city,department,country,address,latitude,longitude
488,ernestjaramillo,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
489,Sofia16_,Pereira ,pereira,False,['pereira'],pereira,risaralda,colombia,"Pereira, Centro, Perimetro Urbano Pereira, Pereira, Risaralda, Región Andina, 660002, Colombia",4.8142613,-75.6946776
491,jhanjaco,Bucaramanga ,bucaramanga,False,['bucaramanga'],bucaramanga,santander,colombia,"Bucaramanga, Metropolitana, Santander, Región Andina, Colombia",7.1114611,-73.1172869
492,CaJuMoPal,Villavicencio,villavicencio,False,['villavicencio'],villavicencio,meta,colombia,"Villavicencio, Capital, Meta, Orinoquia, Colombia",4.1315113,-73.6206667
494,DaniHernandeR,Villavicencio,villavicencio,False,['villavicencio'],villavicencio,meta,colombia,"Villavicencio, Capital, Meta, Orinoquia, Colombia",4.1315113,-73.6206667
497,e_wgb5,"Cartagena, Colombia","cartagena, colombia",False,"['cartagena', ' colombia']",cartagena,bolivar,colombia,"Cartagena de Indias, Dique, Bolívar, Caribe, Colombia",10.4195841,-75.5271224
498,JuanMunozOspina,"Manizales, Colombia","manizales, colombia",False,"['manizales', ' colombia']",manizales,caldas,colombia,"Perímetro Urbano Manizales, Manizales, Centrosur, Caldas, Región Andina, Colombia",5.0668907,-75.5066661
499,catamaterile,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
500,tian1841j,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
503,Paezalejn,"Bogotá, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
507,RedAbuso,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
508,elianau1022,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
510,LicenciadoKmilo,"Bogotá, Colombia.","bogota, colombia ",False,"['bogota', ' colombia ']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
519,johnsebitass,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
520,AndressGarciaG,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
521,alejomay1988,santiago de cali ,santiago de cali,False,['santiago de cali'],santiago de cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
522,andreaustate1,"Bucaramanga, Colombia","bucaramanga, colombia",False,"['bucaramanga', ' colombia']",bucaramanga,santander,colombia,"Bucaramanga, Metropolitana, Santander, Región Andina, Colombia",7.1114611,-73.1172869
524,cfunivalle,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
525,Stonewall_PUJ,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
526,MompoxSocial,"Mompós, Colombia","mompos, colombia",False,"['mompos', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
527,DannaKatzenbach,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
528,djwildcali,"cali,colombia","cali,colombia",False,"['cali', 'colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
529,karelsolei,"Madrid, Comunidad de Madrid","madrid, comunidad de madrid",False,"['madrid', ' comunidad de madrid']",madrid,cundinamarca,colombia,"Madrid, Sabana Occidente, Región Andina, 250030, Colombia",4.7698951,-74.2844870998074
531,Suge79770074,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
532,JD_CD,"Sincelejo, Colombia","sincelejo, colombia",False,"['sincelejo', ' colombia']",sincelejo,sucre,colombia,"Sincelejo, Montes de María, Sucre, Caribe, Colombia",9.315429349999999,-75.43297645405696
534,PortenoRVB,"Valle del Cauca, Colombia","valle del cauca, colombia",False,"['valle del cauca', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
535,antioquiampv,"Antioquia, Colombia","antioquia, colombia",False,"['antioquia', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
537,andresf2385,Cali - Colombia,"cali , colombia",False,"['cali ', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
539,Pacifistacol,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
541,srnestorteto,"Ibagué, Colombia","ibague, colombia",False,"['ibague', ' colombia']",ibague,tolima,colombia,"Ibagué, Centro, Tolima, Región Andina, 730001, Colombia",4.4446595,-75.2430012
542,DeibyCabrera31,"Tunja, Colombia","tunja, colombia",False,"['tunja', ' colombia']",tunja,boyaca,colombia,"Tunja, Centro, Boyacá, Región Andina, 150001, Colombia",5.5324313,-73.3616014
543,UniversoCentro,Medellín,medellin,False,['medellin'],medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
544,EdmundoLoGu,Bogotá,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
547,lufergia,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
548,GutierrezKetty,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
549,WILLIAMBORJASAL,"Barranquilla, Colombia","barranquilla, colombia",False,"['barranquilla', ' colombia']",barranquilla,atlantico,colombia,"Barranquilla, Atlántico, Caribe, 080006, Colombia",10.9799669,-74.8013085
550,RollingStoneCol,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
553,Fegdinand,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
554,hellmand10,"Timbío, Colombia","timbio, colombia",False,"['timbio', ' colombia']",timbio,cauca,colombia,"Timbío, Centro, Cauca, Pacífica, Colombia",2.3809485500000003,-76.70088072328832
556,obsurdhuila,Neiva -Huila-,"neiva ,huila,",False,"['neiva ', 'huila', '']",neiva,huila,colombia,"Neiva, Norte, Huila, Región Andina, Colombia",3.03325535,-75.2794302828603
558,AndresPm007,"La Jagua De Ibirico, Cesar - C","la jagua de ibirico, cesar , c",False,"['la jagua de ibirico', ' cesar ', ' c']",la jagua de ibirico,cesar,colombia,"La Jagua Ibirico, 49, La Jagua de Ibirico, Caribe, Colombia",9.5527983,-73.37160498375668
560,EddJag,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
564,Mile06426923,"Colombia, mi tierra querida","colombia, mi tierra querida",False,"['colombia', ' mi tierra querida']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
565,andrescvalencia,Manizales,manizales,False,['manizales'],manizales,caldas,colombia,"Perímetro Urbano Manizales, Manizales, Centrosur, Caldas, Región Andina, Colombia",5.0668907,-75.5066661
566,SoyCuervoRuben,"Manizales, Colombia","manizales, colombia",False,"['manizales', ' colombia']",manizales,caldas,colombia,"Perímetro Urbano Manizales, Manizales, Centrosur, Caldas, Región Andina, Colombia",5.0668907,-75.5066661
568,Justiciaypazcol,"Bogotá, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
574,IdontPayfoWear,Bogotá ,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
575,cesarhmarinp,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
579,LigaNoSilencio,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
580,juangarf,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
587,MiguelI49129341,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
593,CaroNarvaezP,"Armenia, Colombia","armenia, colombia",False,"['armenia', ' colombia']",armenia,quindio,colombia,"Armenia, Capital, Quindío, Región Andina, 630004100, Colombia",4.536307,-75.6723751
594,GoleadoresFC,"Ibagué, Colombia","ibague, colombia",False,"['ibague', ' colombia']",ibague,tolima,colombia,"Ibagué, Centro, Tolima, Región Andina, 730001, Colombia",4.4446595,-75.2430012
595,PazProgreso,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
596,ElChapinPrensa,Bogotá D.C.,bogota  ,False,['bogota  '],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
597,HarolNieto,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
600,YhonierB,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
601,miltonsilvaPC,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
602,Dagosa20,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
604,lasillavacia,Bogotá,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
606,TembloresOng,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
608,FLazosDignidad,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
611,532sierra,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
612,JBueno1975,Bogotá-Colombia,"bogota,colombia",False,"['bogota', 'colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
613,ConpazCol_,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
614,RSaulhernandez,"Valle del Cauca, Colombia","valle del cauca, colombia",False,"['valle del cauca', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
616,alternoso,Bogotá,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
619,andresolaya5,Ibague - Colombia,"ibague , colombia",False,"['ibague ', ' colombia']",ibague,tolima,colombia,"Ibagué, Centro, Tolima, Región Andina, 730001, Colombia",4.4446595,-75.2430012
620,JavierHeroe,Cali,cali,False,['cali'],cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
621,Anamariapaba25,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
622,AlejandraTatis4,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
628,SanchezCaicedoC,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
631,cmzp,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
632,ManifiestaMedia,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
637,amccol,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
639,CINEP_PPP,Colombia ,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
641,alejoocampog,Cali,cali,False,['cali'],cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
642,KevinSizaI,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
657,DraAVN,Buenos Aires,buenos aires,False,['buenos aires'],buenos aires,cauca,colombia,"Buenos Aires, Norte, Cauca, Pacífica, Colombia",3.0165467,-76.6406849
662,PRLInnovacion,Madrid,madrid,False,['madrid'],madrid,cundinamarca,colombia,"Madrid, Sabana Occidente, Región Andina, 250030, Colombia",4.7698951,-74.2844870998074
664,DIANNITANAVARRO,BOGOTÁ ,bogota,False,['bogota'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
665,maytemisast,Cali Colombia,cali colombia,False,['cali colombia'],cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
667,pachogana,"Bogotá, D.C., Colombia","bogota,  , colombia",False,"['bogota', '  ', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
669,DanielBasto1997,"Bogota, Colombia","bogota, colombia",False,"['bogota', ' colombia']",bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
670,DanielaOC0511,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
672,Andy_FV182,"Cali, Colombia","cali, colombia",False,"['cali', ' colombia']",cali,valle del cauca,colombia,"Cali, Sur, Valle del Cauca, Pacífica, Colombia",3.4517923,-76.5324943
674,jonathancongres,Centro Oriente- Colombia,"centro oriente, colombia",False,"['centro oriente', ' colombia']",colombia,huila,colombia,"Huila, Región Andina, Colombia",2.4738993,-75.5900113
675,usofrenteobrero,Barrancabermeja- Bogotá ,"barrancabermeja, bogota",False,"['barrancabermeja', ' bogota']",barrancabermeja,santander,colombia,"Barrancabermeja, Yariguíes, Santander, Región Andina, 687031, Colombia",7.0673313,-73.8525627
677,7NNoticias,Colombia,colombia,False,['colombia'],bogota,capital district,colombia,"Bogotá, Bogotá Distrito Capital, Región Andina, 11001, Colombia",4.6533326,-74.083652
678,mavillacol,"Medellín, Colombia","medellin, colombia",False,"['medellin', ' colombia']",medellin,antioquia,colombia,"Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia",6.2443382,-75.573553
