,Unnamed: 0,created_at,id_str,conversation_id_str,full_text,lang,favorited,retweeted,retweet_count,favorite_count,reply_count,quote_count,quoted_status_id_str,quoted_status_short_url,quoted_status_expand_url,user_id_str,user_name,user_full_name,user_verified,in_reply_to_status_id_str,in_reply_to_user_id_str,hashtags,mentions,urls,media,preprocessed_created_at,preprocessed_data,emoji_list,emoticon_list
588,588,2021-05-22T16:19:05+00:00,1396138558033956865,1395858904853188614,@IvanDuque @mlagder @IvanDuque declare #ConmocionInteriorYA,en,False,False,0,0,0,0,,,,719998098056036352,ilector1,"ilector ""Euro-Crítico""",False,1.3958589048531886e+18,77653794.0,#ConmocionInteriorYA,"IvanDuque , mlagder , IvanDuque",,[],2021-05-22,"['declare', 'conmocioninteriorya']",[],[]
589,589,2021-05-18T04:57:55+00:00,1394517583739637780,1394517583739637780,"Champagne problems #Izone #LevantenBloqueosYA #NoMasBloqueo #NomasBloqueos 
 #GeneradoresDeOdio #ElParoNoMeRepresenta #ElParoDestruyoAColombia #conmocióninteriorya 
#Conmocioninteriorya #Kpop
https://t.co/OR2hqIPx6q",en,False,False,2,11,0,0,,,,1264164118300372993,Kyungsoosgirl_,-́ ̫-̀Liz𓃠 공감 Si fueras mía,False,,,"#Izone , #LevantenBloqueosYA , #NoMasBloqueo , #NomasBloqueos , #GeneradoresDeOdio , #ElParoNoMeRepresenta , #ElParoDestruyoAColombia , #conmocióninteriorya , #Conmocioninteriorya , #Kpop",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1394403392802459652/pu/img/wfSpfZgpbNwh2mkp.jpg"", ""type"": ""photo""}]",2021-05-18,"['champagne', 'problem', 'izone', 'levantenbloqueosya', 'nomasbloqueo', 'nomasbloqueos', 'generadoresdeodio', 'elparonomerepresenta', 'elparodestruyoacolombia', 'conmocióninteriorya', 'conmocioninteriorya', 'kpop']",[],[]
590,590,2021-05-18T04:48:12+00:00,1394515140133937161,1394515140133937161,"Like swan swan swan #LevantenBloqueosYA
 #GeneradoresDeOdio #ElParoNoMeRepresenta #ElParoDestruyoAColombia #conmocióninteriorya 
#Conmocioninteriorya #Kpop
https://t.co/OR2hqIPx6q",en,False,False,1,5,0,0,,,,1264164118300372993,Kyungsoosgirl_,-́ ̫-̀Liz𓃠 공감 Si fueras mía,False,,,"#LevantenBloqueosYA , #GeneradoresDeOdio , #ElParoNoMeRepresenta , #ElParoDestruyoAColombia , #conmocióninteriorya , #Conmocioninteriorya , #Kpop",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1394403392802459652/pu/img/wfSpfZgpbNwh2mkp.jpg"", ""type"": ""photo""}]",2021-05-18,"['like', 'swan', 'swan', 'swan', 'levantenbloqueosya', 'generadoresdeodio', 'elparonomerepresenta', 'elparodestruyoacolombia', 'conmocióninteriorya', 'conmocioninteriorya', 'kpop']",[],[]
591,591,2021-05-18T04:28:23+00:00,1394510152091512836,1394510152091512836,"#NoMasBloqueos
#GeneradoresDeOdio
#LevantenBloqueosYA
#DemandemosAlComiteDelParo
#ConmocionInteriorYA 
#ElParoNoMeRepresenta 
#kpopers #KPOP
""KEEP AN OPEN MIND GIRL"" wonho https://t.co/kZn22tLPCo",en,False,False,0,6,0,0,,,,1327350614775435265,0lustfeet0,lustdoss,False,,,"#NoMasBloqueos , #GeneradoresDeOdio , #LevantenBloqueosYA , #DemandemosAlComiteDelParo , #ConmocionInteriorYA , #ElParoNoMeRepresenta , #kpopers , #KPOP",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1394509988752760832/pu/img/T7Ju91wlWorvfXuS.jpg"", ""type"": ""photo""}]",2021-05-18,"['nomasbloqueos', 'generadoresdeodio', 'levantenbloqueosya', 'demandemosalcomitedelparo', 'conmocioninteriorya', 'elparonomerepresenta', 'kpopers', 'kpop', 'keep', 'open', 'mind', 'girl', 'wonho']",[],[]
592,592,2021-05-18T04:23:26+00:00,1394508906890764291,1394508906890764291,"#NoMasBloqueos
#GeneradoresDeOdio
#LevantenBloqueosYA
#DemandemosAlComiteDelParo
#ConmocionInteriorYA 
#ElParoNoMeRepresenta 
#kpopers #KPOP
Jackson Wang mi varon https://t.co/zC3Kzn1qLb",en,False,False,0,4,0,0,,,,1327350614775435265,0lustfeet0,lustdoss,False,,,"#NoMasBloqueos , #GeneradoresDeOdio , #LevantenBloqueosYA , #DemandemosAlComiteDelParo , #ConmocionInteriorYA , #ElParoNoMeRepresenta , #kpopers , #KPOP",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1394508847927201797/pu/img/9qOgwlqwlK9dISST.jpg"", ""type"": ""photo""}]",2021-05-18,"['nomasbloqueos', 'generadoresdeodio', 'levantenbloqueosya', 'demandemosalcomitedelparo', 'conmocioninteriorya', 'elparonomerepresenta', 'kpopers', 'kpop', 'jackson', 'wang', 'mi', 'varon']",[],[]
593,593,2021-05-18T04:01:22+00:00,1394503352176816131,1394503352176816131,#ConmocionInteriorYA En mi vida gracias a Black Pink https://t.co/YsMRdF6B2M,es,False,False,1,4,0,0,,,,1391427709650223112,alucinnnosis,Luna 🫀,False,,,#ConmocionInteriorYA,,,"[{""url"": ""https://pbs.twimg.com/tweet_video_thumb/E1pFZrvWEAcKedf.jpg"", ""type"": ""photo""}]",2021-05-18,"['conmocioninteriorya', 'en', 'mi', 'vida', 'gracias', 'black', 'pink']",[],[]
594,594,2021-05-18T03:22:39+00:00,1394493610289156109,1394493610289156109,Kpopers 👏 #conmocióninteriorya,en,False,False,0,1,0,0,,,,3351867189,AndresBog25,andrés :V,False,,,#conmocióninteriorya,,,[],2021-05-18,"['kpopers', 'conmocióninteriorya']",['👏'],[]
595,595,2021-05-18T03:21:59+00:00,1394493442772852739,1394493442772852739,"#ElParoNoMeRepresenta
Min Yoongi
Suga ~ 
My Bias Wrecker 💜🐱
He's completely fine  😂🥺👌🏻💜

#DemandemosAlComiteDelParo
#ConmocionInteriorYA 
#ElParoNoMeRepresenta 
#kpopers #KPOP https://t.co/ivs5iXPiG8",en,False,False,0,0,0,0,,,,112000550,TheVacaloca,6402 Falsos Positivos,False,,,"#ElParoNoMeRepresenta , #DemandemosAlComiteDelParo , #ConmocionInteriorYA , #ElParoNoMeRepresenta , #kpopers , #KPOP",,https://t.co/ivs5iXPiG8,[],2021-05-18,"['elparonomerepresenta', 'min', 'yoongi', 'suga', 'bias', 'wrecker', 'he', 'completely', 'fine', 'demandemosalcomitedelparo', 'conmocioninteriorya', 'elparonomerepresenta', 'kpopers', 'kpop']",['💜🐱'],[]
596,596,2021-05-18T02:48:30+00:00,1394485013010436098,1394485013010436098,"#conmocióninteriorya
Stream aespa next level https://t.co/PsU5mSniX6",en,False,False,0,0,0,0,,,,54563116,santiago_sl95,Santiago MOCATRIZ Santamaría,False,,,#conmocióninteriorya,,,"[{""url"": ""https://pbs.twimg.com/tweet_video_thumb/E1o0uTRXoAEqHEH.jpg"", ""type"": ""photo""}]",2021-05-18,"['conmocióninteriorya', 'stream', 'aespa', 'next', 'level']",[],[]
597,597,2021-05-18T02:36:34+00:00,1394482010509430784,1394482010509430784,"#kpop
God is a woman 👑🖤
Admiren a estas diosas
#NoMasBloqueos

#GeneradoresDeOdio
#DemandemosAlComiteDelParo
#ConmocionInteriorYA 
#ElParoNoMeRepresenta 
#kpopers #KPOP https://t.co/g0eOf97evg",en,False,False,0,4,0,0,,,,112000550,TheVacaloca,6402 Falsos Positivos,False,,,"#kpop , #NoMasBloqueos , #GeneradoresDeOdio , #DemandemosAlComiteDelParo , #ConmocionInteriorYA , #ElParoNoMeRepresenta , #kpopers , #KPOP",,https://t.co/g0eOf97evg,[],2021-05-18,"['kpop', 'god', 'woman', 'admiren', 'estas', 'diosas', 'nomasbloqueos', 'generadoresdeodio', 'demandemosalcomitedelparo', 'conmocioninteriorya', 'elparonomerepresenta', 'kpopers', 'kpop']",['👑🖤'],[]
598,598,2021-05-18T02:23:27+00:00,1394478711794176007,1394478711794176007,#ConmocionInteriorYA #GeneradoresDeOdio Dance queen 👑 #kpopers https://t.co/Xd18JE0HAj,en,False,False,1,7,0,0,,,,1330293759263772677,alexmartga,Alex Martinez,False,,,"#ConmocionInteriorYA , #GeneradoresDeOdio , #kpopers",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1394477241451560962/pu/img/KwmidqbpQE4WPyeF.jpg"", ""type"": ""photo""}]",2021-05-18,"['conmocioninteriorya', 'generadoresdeodio', 'dance', 'queen', 'kpopers']",['👑'],[]
599,599,2021-05-18T02:20:53+00:00,1394478065267453977,1394478065267453977,#conmocióninteriorya k-pop https://t.co/TNQYszJtST,en,False,False,0,1,0,0,,,,76973592,jeyson1919,jeyson HD🐝🇨🇴🥑🕊️,False,,,#conmocióninteriorya,,,"[{""url"": ""https://pbs.twimg.com/tweet_video_thumb/E1ouZ_oXIAQGXuf.jpg"", ""type"": ""photo""}]",2021-05-18,"['conmocióninteriorya', 'kpop']",[],[]
600,600,2021-05-18T02:20:50+00:00,1394478053875671042,1394478053875671042,"#conmocióninteriorya
Here we go again https://t.co/IZnVTPcHUC",en,False,False,0,0,0,0,,,,816017369868996609,Ans0_w2,Andrea Ramirez,False,,,#conmocióninteriorya,,,"[{""url"": ""https://pbs.twimg.com/tweet_video_thumb/E1ouZInXoA06P23.jpg"", ""type"": ""photo""}]",2021-05-18,"['conmocióninteriorya', 'go']",[],[]
601,601,2021-05-18T02:20:00+00:00,1394477842986151943,1394477842986151943,K-popers CRACKS GRANDES #ConmocionInteriorYA,en,False,False,0,0,0,0,,,,403640536,amykmero,"Amarys, NO Damarys",False,,,#ConmocionInteriorYA,,,[],2021-05-18,"['kpopers', 'crack', 'grandes', 'conmocioninteriorya']",[],[]
602,602,2021-05-18T02:16:51+00:00,1394477051898368003,1394477051898368003,"#LevantenBloqueosYA
#ConmocionInteriorYA holissss #KPOP https://t.co/amRhcGYKVV",en,False,False,6,27,1,0,,,,112000550,TheVacaloca,6402 Falsos Positivos,False,,,"#LevantenBloqueosYA , #ConmocionInteriorYA , #KPOP",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1394377810958077961/pu/img/A6dIC5Xw43C7MNr6.jpg"", ""type"": ""photo""}]",2021-05-18,"['levantenbloqueosya', 'conmocioninteriorya', 'holisss', 'kpop']",[],[]
603,603,2021-05-18T02:13:56+00:00,1394476316741836805,1394474405141655553,@Crist206 Crush and burn de got7 #kpoppers #KpopersXColombia #kpop  #NoMasBloqueos #ConmocionInteriorYA #NoMasParo #LevantenBloqueosYA https://t.co/O5XHKMlaWk,en,False,False,2,9,0,0,,,,966410360239673345,gabirangel18,changua💚💚🎀,False,1.3944744051416556e+18,234614339.0,"#kpoppers , #KpopersXColombia , #kpop , #NoMasBloqueos , #ConmocionInteriorYA , #NoMasParo , #LevantenBloqueosYA",Crist206,,"[{""url"": ""https://pbs.twimg.com/tweet_video_thumb/E1osz9ZWQAY4B2P.jpg"", ""type"": ""photo""}]",2021-05-18,"['crush', 'burn', 'de', 'get', 'kpoppers', 'kpopersxcolombia', 'kpop', 'nomasbloqueos', 'conmocioninteriorya', 'nomasparo', 'levantenbloqueosya']",[],[]
604,604,2021-05-18T02:09:19+00:00,1394475155758399489,1394474405141655553,@Crist206 A mi me gusta love me right de EXO #kpoppers #KpopersXColombia #kpop #NoMasBloqueos #ConmocionInteriorYA #NoMasParo #LevantenBloqueosYA https://t.co/LmpWHx2mPx,en,False,False,5,9,1,0,,,,108202513,himealicechan,Diana Arango,False,1.3944744051416556e+18,234614339.0,"#kpoppers , #KpopersXColombia , #kpop , #NoMasBloqueos , #ConmocionInteriorYA , #NoMasParo , #LevantenBloqueosYA",Crist206,,"[{""url"": ""https://pbs.twimg.com/tweet_video_thumb/E1orwN9WEAYx2gA.jpg"", ""type"": ""photo""}]",2021-05-18,"['mi', 'gusta', 'love', 'right', 'de', 'exo', 'kpoppers', 'kpopersxcolombia', 'kpop', 'nomasbloqueos', 'conmocioninteriorya', 'nomasparo', 'levantenbloqueosya']",[],[]
605,605,2021-05-18T01:59:15+00:00,1394472621610307587,1394472621610307587,Holis #LevantenBloqueosYA #kpoppers #kpopers #kpop #kpopColombia #ConmocionInteriorYA #GeneradoresDeOdio https://t.co/9bKkaIBjF1,en,False,False,0,0,0,0,,,,1393989501119258624,HimeAlice2,HimeAlice,False,,,"#LevantenBloqueosYA , #kpoppers , #kpopers , #kpop , #kpopColombia , #ConmocionInteriorYA , #GeneradoresDeOdio",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1394472584373211176/pu/img/AWRkUOsNpGgs5Fux.jpg"", ""type"": ""photo""}]",2021-05-18,"['holis', 'levantenbloqueosya', 'kpoppers', 'kpopers', 'kpop', 'kpopcolombia', 'conmocioninteriorya', 'generadoresdeodio']",[],[]
606,606,2021-05-18T01:48:32+00:00,1394469922407911424,1394469922407911424,"One shot, two shots!! 🔥❤️🇦🇲⚠️

https://t.co/8xXfdi46te 
 #KPOP #Music  #kpoppers 🎤🎵😽
#KPOP好きな人と繋がりたい 🎤 #KpopersXColombia 
#ElParoNoMeRepresenta
#ConmocionInteriorYA 
#DemandemosAlComiteDelParo
#GeneradoresDeOdio",en,False,False,2,18,0,0,,,,1250640946754129922,EquiKimSeokJin,COLOMBIA RESISTE🇨🇴ʲᶦⁿ | 🐹 🌕•ᴗ•💕,False,,,"#KPOP , #Music , #kpoppers , #KPOP好きな人と繋がりたい , #KpopersXColombia , #ElParoNoMeRepresenta , #ConmocionInteriorYA , #DemandemosAlComiteDelParo , #GeneradoresDeOdio",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1391872846427791369/pu/img/yj5PDYe5Kpt8i_-s.jpg"", ""type"": ""photo""}]",2021-05-18,"['one', 'shot', 'two', 'shot', 'kpop', 'music', 'kpoppers', 'kpop', 'kpopersxcolombia', 'elparonomerepresenta', 'conmocioninteriorya', 'demandemosalcomitedelparo', 'generadoresdeodio']",['🔥❤️🇦🇲⚠️'],[]
607,607,2021-05-18T01:39:09+00:00,1394467561518026755,1394467561518026755,#ConmocionInteriorYA #kpopers no les pasa que ✨hey seungmin will you touch me I feel so soft a fluffy ✨ https://t.co/vsRpxARazv,en,False,False,0,5,0,0,,,,2771525753,juanitajt3,후아나 ❤️🇨🇴,False,,,"#ConmocionInteriorYA , #kpopers",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1394467532510273541/pu/img/Rb1y-vPWEbYLBC_L.jpg"", ""type"": ""photo""}]",2021-05-18,"['conmocioninteriorya', 'kpopers', 'le', 'pasa', 'que', 'hey', 'seungmin', 'touch', 'feel', 'soft', 'fluffy']",['✨'],[]
608,608,2021-05-18T01:31:22+00:00,1394465603264598016,1394465603264598016,#ConmocionInteriorYA #kpopers que llore dice en fin stream UR https://t.co/WoCZ8tXav8,en,False,False,0,2,0,0,,,,2771525753,juanitajt3,후아나 ❤️🇨🇴,False,,,"#ConmocionInteriorYA , #kpopers",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1394465542287904769/pu/img/8ZhZewmwH0p6eplp.jpg"", ""type"": ""photo""}]",2021-05-18,"['conmocioninteriorya', 'kpopers', 'que', 'llore', 'dice', 'en', 'fin', 'stream', 'ur']",[],[]
609,609,2021-05-18T01:20:50+00:00,1394462952347115526,1394462952347115526,"#ConmocionInteriorYA #conmocióninteriorya #GeneradoresDeOdio
#ElParoNoMeRepresenta 
#KPOP 
The king, the boss, indeed 👑

 https://t.co/p7fyxn6A7u",en,False,False,2,9,0,2,,,,2538284731,marrr0701,M⁷🌙,False,,,"#ConmocionInteriorYA , #conmocióninteriorya , #GeneradoresDeOdio , #ElParoNoMeRepresenta , #KPOP",,https://t.co/p7fyxn6A7u,[],2021-05-18,"['conmocioninteriorya', 'conmocióninteriorya', 'generadoresdeodio', 'elparonomerepresenta', 'kpop', 'king', 'bos', 'indeed']",['👑'],[]
610,610,2021-05-18T01:19:57+00:00,1394462731810508804,1394462731810508804,"#GeneradoresDeOdio
#DemandemosAlComiteDelParo
#ConmocionInteriorYA 
#ElParoNoMeRepresenta

ah shit, here we go again https://t.co/l110y9koBm",en,False,False,8,29,0,0,,,,789977878591070208,sunshinetwc,tofu,False,,,"#GeneradoresDeOdio , #DemandemosAlComiteDelParo , #ConmocionInteriorYA , #ElParoNoMeRepresenta",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1394462510707789827/pu/img/JAMao9irBUL3fCAl.jpg"", ""type"": ""photo""}]",2021-05-18,"['generadoresdeodio', 'demandemosalcomitedelparo', 'conmocioninteriorya', 'elparonomerepresenta', 'ah', 'shit', 'go']",[],[]
611,611,2021-05-18T01:12:25+00:00,1394460836819841025,1394460836819841025,"#GeneradoresDeOdio
#DemandemosAlComiteDelParo
#ConmocionInteriorYA 
#ElParoNoMeRepresenta

stan twice. https://t.co/jXM5wpD9VU",en,False,False,0,3,0,0,,,,789977878591070208,sunshinetwc,tofu,False,,,"#GeneradoresDeOdio , #DemandemosAlComiteDelParo , #ConmocionInteriorYA , #ElParoNoMeRepresenta",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1394460651481874433/pu/img/OsSRzNmllf5781I6.jpg"", ""type"": ""photo""}]",2021-05-18,"['generadoresdeodio', 'demandemosalcomitedelparo', 'conmocioninteriorya', 'elparonomerepresenta', 'stan', 'twice']",[],[]
612,612,2021-05-18T01:12:12+00:00,1394460779999469569,1394460779999469569,"✨Chenle✨
#ElParoNoMeRepresenta
#yoapoyoamipolicia
#ElParoViolaDDHH
#ElParoEsViolencia
#DemandemosAlComiteDelParo
#ElParoDestruyoAColombia
#YoCuidoMiCAI
#ConmocionInteriorYA https://t.co/F4lnvN4P3U",en,False,False,3,4,0,0,,,,1074381837974323201,Xuxis_wife,LOVEFORLUCAS🇨🇴,False,,,"#ElParoNoMeRepresenta , #yoapoyoamipolicia , #ElParoViolaDDHH , #ElParoEsViolencia , #DemandemosAlComiteDelParo , #ElParoDestruyoAColombia , #YoCuidoMiCAI , #ConmocionInteriorYA",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1394459418675367941/pu/img/F3sL3AMMN5wpUAjK.jpg"", ""type"": ""photo""}]",2021-05-18,"['chenle', 'elparonomerepresenta', 'yoapoyoamipolicia', 'elparovioladdhh', 'elparoesviolencia', 'demandemosalcomitedelparo', 'elparodestruyoacolombia', 'yocuidomicai', 'conmocioninteriorya']",['✨'],[]
613,613,2021-05-18T01:11:57+00:00,1394460716518760453,1394453828540452869,"@redcode911 @WRadioColombia @IvanDuque @CourPenaleInt @UN_HRC @SenatorLeahy @RepMcGovern @KamalaHarris @BarackObama @GretaThunberg @pepemujicacom @rogerwaters @POTUS @El_Universal_Mx @nytimesworld @bbcmundo @dw_espanol @le_Parisien @Radio3tweet @lemondefr Yes, we're under terrorism attack from the leftist guerrilla army and the minga. Please help us to demand this terrorists 
#paroterrorista 
#ParoAsesino 
#ElParoDestruyoAColombia 
#DemandemosAlComiteDelParo 
#ConmocionInteriorYA https://t.co/ZiPnj9pERl",en,False,False,0,0,1,0,,,,962875556,freecolombia2,FREE,False,1.3944563937138647e+18,177030972.0,"#paroterrorista , #ParoAsesino , #ElParoDestruyoAColombia , #DemandemosAlComiteDelParo , #ConmocionInteriorYA","redcode911 , WRadioColombia , IvanDuque , CourPenaleInt , UN_HRC , SenatorLeahy , RepMcGovern , KamalaHarris , BarackObama , GretaThunberg , pepemujicacom , rogerwaters , POTUS , El_Universal_Mx , nytimesworld , bbcmundo , dw_espanol , le_Parisien , Radio3tweet , lemondefr",,"[{""url"": ""https://pbs.twimg.com/media/E1oeoUvXoAoeziv.jpg"", ""type"": ""photo""}]",2021-05-18,"['yes', 'terrorism', 'attack', 'leftist', 'guerrilla', 'army', 'minga', 'please', 'help', 'u', 'demand', 'terrorist', 'paroterrorista', 'paroasesino', 'elparodestruyoacolombia', 'demandemosalcomitedelparo', 'conmocioninteriorya']",[],[]
614,614,2021-05-18T00:41:39+00:00,1394453091005599747,1394453091005599747,"#conmocióninteriorya
Kpop https://t.co/mESQTYQQah",en,False,False,0,0,0,0,,,,1389805761899991043,Lachicadeplaya,La chica de la playa,False,,,#conmocióninteriorya,,,"[{""url"": ""https://pbs.twimg.com/tweet_video_thumb/E1oXr48WYA8gg4x.jpg"", ""type"": ""photo""}]",2021-05-18,"['conmocióninteriorya', 'kpop']",[],[]
615,615,2021-05-18T00:41:05+00:00,1394452950974615560,1394452950974615560,"#conmocióninteriorya
Kpop
#KPOP https://t.co/GKPINDEJrf",en,False,False,0,0,0,0,,,,1389805761899991043,Lachicadeplaya,La chica de la playa,False,,,"#conmocióninteriorya , #KPOP",,,"[{""url"": ""https://pbs.twimg.com/tweet_video_thumb/E1oXjodWUAcEKMK.jpg"", ""type"": ""photo""}]",2021-05-18,"['conmocióninteriorya', 'kpop', 'kpop']",[],[]
616,616,2021-05-18T00:40:40+00:00,1394452844925923335,1394452844925923335,"#conmocióninteriorya
Kpop https://t.co/FbHIAgH2l8",en,False,False,0,0,0,0,,,,1389805761899991043,Lachicadeplaya,La chica de la playa,False,,,#conmocióninteriorya,,,"[{""url"": ""https://pbs.twimg.com/tweet_video_thumb/E1oXdwaXoAYlzkP.jpg"", ""type"": ""photo""}]",2021-05-18,"['conmocióninteriorya', 'kpop']",[],[]
617,617,2021-05-18T00:40:28+00:00,1394452793038082055,1394452793038082055,"#conmocióninteriorya
Kpop https://t.co/kRtsuAVBQb",en,False,False,0,0,0,0,,,,1389805761899991043,Lachicadeplaya,La chica de la playa,False,,,#conmocióninteriorya,,,"[{""url"": ""https://pbs.twimg.com/tweet_video_thumb/E1oXa3XXoAM6LDl.jpg"", ""type"": ""photo""}]",2021-05-18,"['conmocióninteriorya', 'kpop']",[],[]
618,618,2021-05-18T00:23:32+00:00,1394448531952447488,1394448531952447488,"#ConmocionInteriorYA
#GeneradoresDeOdio
#kpop

Lee Know main dancer for your TL 

https://t.co/kxIcBJQNgp",en,False,False,1,9,0,0,,,,81256481,LauRatt,"🌩️⁸Faraway, so close 🐺",False,,,"#ConmocionInteriorYA , #GeneradoresDeOdio , #kpop",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1372490686893715457/pu/img/SIPacW-WgvPAiX9_.jpg"", ""type"": ""photo""}]",2021-05-18,"['conmocioninteriorya', 'generadoresdeodio', 'kpop', 'lee', 'know', 'main', 'dancer', 'tl']",[],[]
619,619,2021-05-30T17:39:23+00:00,1399057868867964931,1399057868867964931,"The Peace and Hope march #NoMasBloqueos #NoMasParo 
@CIDH @ONU_es @OEA_oficial @UEenColombia @ONU_derechos @MisionONUCol @ONUHumanRights @hrw_espanol @ELTIEMPO @elespectador @CNNEE @bbcmundo @nytimeses @elpais_america @dw_espanol @mindefensa #ConmociónInteriorYa",en,False,False,0,0,0,0,1.3990382498138726e+18,,,1390136073045647360,ValentinoCharry,𝗗𝗢𝗡 𝗜𝗡𝗧𝗥𝗔𝗧𝗔𝗕𝗟𝗘,False,,,"#NoMasBloqueos , #NoMasParo , #ConmociónInteriorYa","CIDH , ONU_es , OEA_oficial , UEenColombia , ONU_derechos , MisionONUCol , ONUHumanRights , hrw_espanol , ELTIEMPO , elespectador , CNNEE , bbcmundo , nytimeses , elpais_america , dw_espanol , mindefensa",,[],2021-05-30,"['peace', 'hope', 'march', 'nomasbloqueos', 'nomasparo', 'conmocióninteriorya']",[],[]
620,620,2021-05-30T13:56:28+00:00,1399001768357412864,1399001768357412864,"#ConmocionInteriorYA #kpop
#KpopersXColombia  Kpop https://t.co/qpbzymCN5q",en,False,False,0,1,0,0,,,,142812341,NursePandemicCO,Nurspandemic,False,,,"#ConmocionInteriorYA , #kpop , #KpopersXColombia",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1399001728872243202/pu/img/fWXZVIw32E3VxV28.jpg"", ""type"": ""photo""}]",2021-05-30,"['conmocioninteriorya', 'kpop', 'kpopersxcolombia', 'kpop']",[],[]
621,621,2021-05-30T13:53:17+00:00,1399000967413129216,1399000967413129216,#Kpop  #KpopersXColombia #KpopersXColombia #ConmocionInteriorYA Kpop https://t.co/IvZtX3EKBM,en,False,False,0,1,0,0,,,,142812341,NursePandemicCO,Nurspandemic,False,,,"#Kpop , #KpopersXColombia , #KpopersXColombia , #ConmocionInteriorYA",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1399000922370478082/pu/img/J3uNati5ulkG3W9I.jpg"", ""type"": ""photo""}]",2021-05-30,"['kpop', 'kpopersxcolombia', 'kpopersxcolombia', 'conmocioninteriorya', 'kpop']",[],[]
622,622,2021-05-29T22:10:44+00:00,1398763768432283655,1398662025543364610,"@FuerzasMilCol @IvanDuque Por favor, #ConmocionInteriorYA",es,False,False,0,0,0,0,,,,1018601575,JBlackBerry10,#ApoyoalEjercito,False,1.3986620255433646e+18,133112225.0,#ConmocionInteriorYA,"FuerzasMilCol , IvanDuque",,[],2021-05-29,"['por', 'favor', 'conmocioninteriorya']",[],[]
623,623,2021-05-29T12:31:36+00:00,1398618023288782848,1398618023288782848,"🆘️HELP

🆘️youth in #Colombia protest that 65% of the entire population earns approximately 280 dollars a month

🆘️Social inequality
🆘️Social inequality

🆘️#SOSColombiaNosEstanMatando

🆘️#SOSBogota

🆘️#SosJoeBiden @JoeBiden

🆘️#ConmocionInteriorYA
#ColombiaResiste https://t.co/CQQx4XByqc",en,False,False,17,27,1,0,,,,297744831,Atr3spatricio,Andrespatricio 🎥,False,,,"#Colombia , #SOSColombiaNosEstanMatando , #SOSBogota , #SosJoeBiden , #ConmocionInteriorYA , #ColombiaResiste",JoeBiden,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1398617951356530689/pu/img/K3eOM9LvHZ7YxXmB.jpg"", ""type"": ""photo""}]",2021-05-29,"['help', 'youth', 'colombia', 'protest', 'entire', 'population', 'earns', 'approximately', 'dollar', 'month', 'social', 'inequality', 'social', 'inequality', 'soscolombianosestanmatando', 'sosbogota', 'sosjoebiden', 'conmocioninteriorya', 'colombiaresiste']",['🆘️'],[]
624,624,2021-05-29T12:16:34+00:00,1398614240739610627,1398614240739610627,"pre-debut NaChaeng 

https://t.co/jF8FJ9Vakf

#ConmocionInteriorYA #kpop",en,False,False,1,1,0,1,,,,1390647931796168705,TasteOfLove1995,💚NATH💌💚,False,,,"#ConmocionInteriorYA , #kpop",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/958405963307925504/pu/img/OK1skgkJCWjPpPGs.jpg"", ""type"": ""photo""}]",2021-05-29,"['predebut', 'nachaeng', 'conmocioninteriorya', 'kpop']",[],[]
625,625,2021-05-29T11:16:18+00:00,1398599074383794177,1398599074383794177,#ConmocionInteriorYA love U K-poppers https://t.co/ihU71MkCiD,en,False,False,1,2,0,1,,,,28937804,linulera,Linulera 🇨🇴🇪🇸🇪🇺🇫🇷💉🐈,False,,,#ConmocionInteriorYA,,,"[{""url"": ""https://pbs.twimg.com/tweet_video_thumb/E2jScFgXoAEZZhG.jpg"", ""type"": ""photo""}]",2021-05-29,"['conmocioninteriorya', 'love', 'kpoppers']",[],[]
626,626,2021-05-29T10:37:45+00:00,1398589371373297666,1398589371373297666,#ConmocionInteriorYA todo mi love #kpop #WONHO https://t.co/5W0Xcua2EK,es,False,False,0,1,0,0,,,,1322402577645031424,NIKITA_1096,👁️👄👁️,False,,,"#ConmocionInteriorYA , #kpop , #WONHO",,,"[{""url"": ""https://pbs.twimg.com/tweet_video_thumb/E2jJmZ3XoAA5u59.jpg"", ""type"": ""photo""}]",2021-05-29,"['conmocioninteriorya', 'todo', 'mi', 'love', 'kpop', 'wonho']",[],[]
